c1,sc1,synthetic_planet1_mtrue,synthetic_planet2_mtrue,synthetic_planet3_mtrue,synthetic_planet4_mtrue,synthetic_planet5_mtrue,synthetic_planet6_mtrue,synthetic_planet7_mtrue,synthetic_planet8_mtrue,synthetic_planet9_mtrue,synthetic_planet10_mtrue,synthetic_planet11_mtrue,synthetic_planet12_mtrue,synthetic_planet13_mtrue,synthetic_planet14_mtrue,synthetic_planet15_mtrue,synthetic_planet16_mtrue,synthetic_planet17_mtrue,synthetic_planet18_mtrue,synthetic_planet19_mtrue,synthetic_planet20_mtrue,weights,logz,logzerr
0.158828668,1.25751894,8.080382929,7.06651237,5.219358443,6.269957179,8.647982186,4.593678767,4.250494946,2.694581975,4.94652528,5.110891311,9.016555899,10.19111248,5.530905806,5.300589977,6.900869059,7.882292589,8.763632787,8.584651176,4.708317619,4.990948776,4.79E-15,-31.45716802,1.15E-07
0.089208129,1.058096929,8.38640984,7.691233981,5.094239477,5.929560776,10.38272777,4.501541823,4.19228714,2.685351573,5.306168119,5.369879053,9.314421042,10.19691007,5.228056293,4.572887722,6.691664687,7.595352627,9.129642425,8.391356036,4.671202637,5.118835465,4.80E-15,-31.44764592,1.15E-07
0.639276087,1.344783783,8.788136794,7.629388188,4.968897237,6.799226491,8.695593933,4.490311198,3.895881473,2.740635131,5.106808012,5.664250804,9.288486149,9.39423699,5.025943825,5.02528278,6.720360847,7.501692447,7.789752084,8.970716736,4.618000155,5.052047131,4.80E-15,-31.43819951,1.16E-07
0.569388662,0.956553621,9.312734075,7.43467943,5.606808985,5.692130099,8.562969232,4.352872282,4.076433912,2.715068747,4.615269039,5.12490052,9.174304596,8.553175582,5.376958166,4.987514717,7.337792068,8.655447948,9.163349071,7.906237411,4.535468386,5.117652329,4.81E-15,-31.42882458,1.16E-07
0.577590071,1.154054816,9.242497288,8.102964081,5.341878025,6.094502424,9.884166912,4.502652544,4.488243953,3.035721495,4.837872968,5.121510241,9.388842278,10.35654702,5.022824335,4.945656813,7.33130377,8.270747871,9.577255628,8.042341926,4.709365442,5.046130521,4.82E-15,-31.41952234,1.17E-07
0.117438461,1.20043751,8.495502362,7.780930873,4.868972449,6.121223734,8.820519293,4.03527294,4.093125002,2.643588726,4.941678953,5.751807802,9.929562587,10.00371989,5.012644645,5.433565606,7.222088419,7.839981894,8.811647789,7.437811317,4.646062832,5.219250819,4.82E-15,-31.41029479,1.17E-07
0.135185711,1.191111794,8.346228384,7.847778815,5.184942551,6.319244564,9.111335781,4.28771246,4.195815536,2.647401065,5.007599026,5.415097852,10.06197993,9.619369062,4.772566184,5.308701481,6.777438027,7.176108897,9.156719544,7.991025635,4.69572307,5.604526261,4.84E-15,-31.4011285,1.18E-07
0.447516497,1.210326528,9.808973867,7.844208756,5.192025555,6.277404004,10.0222549,4.484701555,4.245567231,2.726998375,4.748213768,5.364291257,10.06006931,8.936106331,5.092480381,5.331439134,6.760776571,7.957566389,8.365831838,7.941982153,4.266655921,5.024651935,4.88E-15,-31.39197374,1.18E-07
0.584014649,1.492451895,8.50159696,7.653413649,5.308922528,6.385865482,9.297809114,4.672299821,3.702073,2.699800286,5.202107708,5.528360044,9.72127521,10.12965938,5.108400643,4.843383829,7.071295685,7.541156435,8.253355493,8.463115336,4.527334806,4.933535553,4.95E-15,-31.38277191,1.19E-07
0.259004257,1.299182591,8.053643757,7.708936958,5.305754977,6.212621029,9.356552784,4.606809589,4.565652254,2.733940261,4.777214833,5.403656603,9.384244283,9.303936074,4.855871168,5.487009945,6.514229856,7.639879224,8.345628302,8.345110115,4.195494914,5.254375012,5.00E-15,-31.37356283,1.19E-07
0.041857501,1.0352705,8.621209985,7.569481535,5.047513948,6.399728782,9.128521426,4.285672729,4.024335802,2.85681652,4.686754105,5.036266594,8.972644048,9.932027887,5.694985436,5.278160299,7.709005345,7.956839435,8.18672285,7.924760938,4.634758939,5.210891672,5.03E-15,-31.36437346,1.20E-07
0.734141402,1.405861874,9.164744339,7.75260385,5.230375708,6.423088354,9.293115274,4.674853383,3.613449839,2.674089008,5.364788,5.133615341,9.392426879,9.690016033,5.006669627,4.979995437,7.052707372,8.27784923,8.688920263,8.193620365,4.699342062,5.233436292,5.06E-15,-31.35521196,1.21E-07
0.652085503,1.566499808,8.49221437,8.308024272,5.405057622,6.299182452,8.889896798,4.373394505,3.895226953,2.958372243,5.431343815,5.566590086,9.574442504,10.10039999,5.263362123,5.135931739,7.094378989,7.941606758,8.660179745,7.912224642,4.518330131,4.958523379,5.06E-15,-31.34613371,1.21E-07
0.838567279,1.181556945,8.635139638,8.361884293,5.175868121,6.450146118,9.900817209,4.625165665,4.035719244,2.904810961,5.293601993,5.548060847,9.511924586,9.593047546,5.385295383,4.54504746,6.614424693,8.007669253,8.105641722,8.468463048,4.532607007,5.434978944,5.10E-15,-31.33707768,1.22E-07
0.050258847,0.935312756,9.192337007,8.222582842,4.892614682,6.124399548,10.18412502,4.403540144,4.393514345,2.866232269,4.75352455,5.445479108,8.569694558,9.825580921,4.632641808,5.546610506,6.430745961,7.772655355,8.362776513,7.978473961,4.584569549,4.978897809,5.14E-15,-31.32801965,1.22E-07
0.740550146,1.338033838,9.554081315,7.658830671,5.544247121,6.160687229,8.730037569,4.370505204,4.352091643,2.753180509,4.975921507,6.062230604,9.338931412,9.647714873,5.081955192,5.236159349,6.911229761,7.95079399,8.83469055,8.061438809,4.424382103,4.818663628,5.23E-15,-31.31889192,1.23E-07
0.559809718,1.270003496,9.461696291,7.284580247,5.136696535,6.731921445,9.154924311,4.093221691,4.156127179,2.699362124,5.12995103,5.47985363,9.583078089,10.14530482,5.07925589,5.292336961,6.940770055,8.298329831,8.917319504,8.152196721,4.488547299,4.548520704,5.31E-15,-31.30971305,1.23E-07
0.001014878,0.985666265,8.512547817,8.072741772,5.298937949,5.980443895,9.034927692,4.097682987,4.182884294,2.996119856,5.359423095,5.62724333,8.72258594,8.741524198,5.228978622,5.138794882,6.931371574,8.477378675,9.002752635,8.465970265,4.971101721,4.997872985,5.33E-15,-31.30057122,1.24E-07
0.003264883,1.030963146,8.400216548,7.79983815,4.806892725,6.392383626,9.048964284,4.370796397,4.345169891,2.740668956,4.868352293,5.837349932,8.657560513,9.833311693,4.557357369,5.370648076,7.140943598,7.563352941,9.412267296,8.275507971,4.660507757,4.981896659,5.40E-15,-31.29140427,1.24E-07
0.771202549,1.215568425,9.600082168,7.852876051,5.015304646,5.871862801,9.424359294,3.868351207,4.133481229,2.876697878,4.956080671,5.400285813,8.987140123,9.863927913,5.040947071,4.943086854,7.147213815,8.22143216,8.739907523,8.209851894,4.342086996,5.314454353,5.45E-15,-31.28224211,1.25E-07
0.241050769,1.310338624,8.112813346,7.42847604,5.161918181,6.489349804,8.889788261,5.075482047,4.218941038,2.651359594,4.884997029,5.508088639,8.809738996,9.421972419,4.689005613,5.250960434,6.58316599,8.172525185,8.44231123,8.23474584,4.740014315,5.128901054,5.49E-15,-31.2730962,1.25E-07
0.433928305,1.466538178,8.190107834,8.142613724,5.259368137,6.061790434,8.887582859,4.557947183,4.063993778,2.704766076,5.140808587,5.204687933,8.723447543,9.832704897,5.367638072,5.348967899,6.718724933,8.707188099,8.204385507,8.612816329,4.816456415,5.222255202,5.53E-15,-31.26396492,1.26E-07
0.511733591,1.171657105,9.427558878,8.39162455,4.938035952,6.907393855,9.130901111,4.853423114,3.949676653,2.721808681,5.431116318,5.638007979,9.585858252,9.57590945,4.855368665,5.204084711,7.263126808,8.204368645,9.158973489,7.761953682,4.582425276,5.053862611,5.56E-15,-31.25486849,1.26E-07
0.849214291,1.256057071,8.359713348,7.898657969,5.371847943,6.219180225,9.829800602,4.121525139,4.404341659,2.838113999,5.144880084,5.588183932,8.202568,10.0579109,5.152945974,5.460890342,6.524236701,7.889945162,8.335653329,7.968485088,4.6602214,5.085983159,5.60E-15,-31.24578764,1.27E-07
0.273672128,1.575108975,8.024624798,7.968315902,4.795450519,6.342413451,9.44671222,4.311531008,4.030274656,2.902212193,5.102009865,5.67402192,9.589213537,9.233258955,5.05486465,4.998878161,6.753318182,8.083018344,8.167479317,7.789304233,4.53778438,5.29542946,5.66E-15,-31.23669079,1.28E-07
0.570136252,1.056978177,8.971389884,7.603216232,5.221911907,6.19322887,9.433147843,4.805067081,4.111884216,2.830647449,4.775018301,5.74651202,8.500947871,8.667112376,5.246383307,5.059372287,6.629451064,8.929389408,9.321835904,8.715944353,4.851605729,5.536208244,5.71E-15,-31.22759531,1.28E-07
0.537668106,0.981758681,8.142380128,7.751559778,4.392820642,6.311700176,8.681308661,4.172745323,4.050448796,2.845627883,5.01455985,5.492420325,9.658538661,9.253515247,5.174821004,5.274286892,7.016438944,8.267328418,8.275465871,8.156102481,4.387589957,5.970932121,5.73E-15,-31.21855573,1.29E-07
0.463303574,1.171294649,8.014922189,8.211398806,5.237638868,6.439843575,10.17463396,4.166077849,4.045466635,2.651144763,5.067371698,5.460120309,9.344727686,8.716954534,4.977044579,5.728602357,6.810152586,8.220324472,8.258647287,8.140613125,4.51215755,4.795141497,5.77E-15,-31.20952182,1.29E-07
0.131321505,1.018774802,9.107827768,7.413899217,4.983558124,5.988833438,10.08535343,4.327658858,3.804420025,2.971885565,5.122043605,5.227136985,9.748024875,9.236340368,4.631377454,4.910079274,7.034499672,8.658475454,8.562471734,7.841180336,4.714717909,5.044194385,5.82E-15,-31.20049875,1.30E-07
0.587801158,1.386368782,8.661410293,8.045523698,5.220000069,6.40467086,8.770731322,4.654473197,4.173252912,2.545018962,5.149329449,5.241813257,9.53218723,9.664392617,5.331694626,4.724802378,6.658230461,7.511289559,7.992322031,8.294735161,4.466893578,5.22079187,5.92E-15,-31.19140651,1.30E-07
0.863524816,0.990268033,8.565234252,7.855842707,5.216355923,6.370436291,9.248934058,4.034701898,4.332578008,2.820434037,4.937766296,5.188411421,9.442652817,9.836097489,5.448752019,5.278762366,7.429628671,8.015949521,7.515219305,8.683085943,4.880672662,4.960284123,6.04E-15,-31.18221548,1.31E-07
0.335861262,0.957927385,7.686037436,7.4833153,5.0535959,5.950851935,8.464798338,4.072425714,4.091633098,2.906953633,4.719448747,5.472860648,9.320799816,8.548746759,5.544021124,5.055232535,7.452887945,8.379171045,8.666650346,8.581478878,4.635543826,5.422683654,6.07E-15,-31.17305498,1.32E-07
0.702045892,1.019352195,7.981088015,7.922615797,5.224818731,6.054203035,9.948606505,4.867609738,4.523929551,2.754218375,4.855805781,5.101939697,8.475238876,9.804417074,4.821570511,4.681931497,6.640103435,8.498829132,8.315873328,7.828313165,4.75730885,5.438831877,6.10E-15,-31.16393258,1.32E-07
0.150559578,1.430292047,9.049928322,8.002183943,5.442214639,6.054614683,9.687087183,4.33802613,4.330791785,2.632553068,4.81859497,5.272776274,8.910497289,9.812172564,4.796898737,4.95599964,7.057538491,7.737229072,8.506123399,8.326276932,4.687105165,5.428960488,6.20E-15,-31.15475145,1.33E-07
0.211880083,1.252176951,8.826188739,7.853989393,5.230225826,6.124116342,8.982213535,4.379888542,3.980157203,2.793227231,5.281805205,5.073187883,8.612099585,9.164239179,5.065080777,4.911617847,7.08753385,8.406252738,9.364251556,7.794026333,4.205798301,5.31945048,6.31E-15,-31.14549423,1.33E-07
0.148526839,1.298570283,8.752255675,8.205812988,5.187499058,5.726469169,9.275245105,4.265756161,4.27754241,2.910541096,4.682434529,5.347148372,9.488205658,9.310883157,4.913591479,4.786232102,6.4657498,8.341620622,8.489777363,7.837382599,4.776635476,5.173354329,6.34E-15,-31.13627481,1.34E-07
0.656800656,1.522105904,8.639482156,8.661953184,5.374016173,6.178350025,9.55032423,4.810044196,3.919699196,2.903868505,5.032916087,5.432776842,9.088948902,9.441654913,4.944796586,5.13390936,6.792984254,7.639626842,8.703482375,8.069988425,4.575382746,4.891052529,6.34E-15,-31.12714242,1.34E-07
0.003680298,0.665877401,9.15116039,8.317932604,5.549720946,6.333871782,9.563471416,4.533803481,3.904290772,2.779954769,4.875200986,6.246967566,9.653830696,9.875948279,5.244495439,5.103383285,6.987051388,8.409136179,7.887249936,8.740040482,4.724226522,4.944368857,6.36E-15,-31.11806841,1.35E-07
0.834959397,0.406815431,8.747990211,8.428126432,5.174103973,6.727644316,9.035095153,4.433087495,4.270377282,2.832969733,5.46706256,5.777339057,8.390322273,9.433698826,4.830358354,4.991829264,6.257103842,7.643239817,8.86481511,8.250914971,4.228076224,5.045888549,6.46E-15,-31.10892422,1.36E-07
0.701292227,1.13066941,7.707144702,7.375018739,4.903555672,6.403539653,9.608771792,4.7854384,4.434067953,2.799426527,5.419952836,5.07152866,9.112054598,9.746330075,5.153799595,5.187785492,6.960635614,7.783767115,8.199857871,7.993771631,5.060360674,5.249956893,6.57E-15,-31.09970758,1.36E-07
0.000125633,0.578355489,8.444011507,6.988808377,5.30625304,6.564776612,9.678533443,4.356450583,4.277070431,2.704782584,4.952603232,5.387296049,9.572498321,8.733219973,5.14166181,4.697578565,6.838539894,8.18043431,8.910261315,8.190707901,4.328780671,4.878296193,6.61E-15,-31.09052741,1.37E-07
0.101053886,1.353201034,7.882142489,8.01125438,5.395330548,5.95165791,9.323872224,4.357159219,4.238472112,2.872628163,4.998223993,5.773223681,9.31182858,9.562946922,5.242162751,5.024175888,7.403734645,8.378814983,8.474358141,8.731486328,4.787646275,5.17336677,6.63E-15,-31.08140312,1.37E-07
0.140847402,0.799232583,8.77524493,7.654876269,5.480434551,6.546451907,9.861025688,4.75246772,4.087501855,2.637015564,5.019592278,5.602379214,8.553757589,10.978703,5.470145141,5.084943658,6.804846445,7.087559875,8.769494595,8.089826405,5.058666022,5.311866509,6.67E-15,-31.0723089,1.38E-07
0.227151292,1.239334469,8.674559219,6.979472659,5.144818942,6.719369774,9.338381363,5.044817158,4.330936957,2.905905253,4.824931279,5.57219164,9.756769462,9.614998698,5.298232415,5.254907237,6.911738746,8.274595848,8.284581039,8.166916087,4.686013161,5.154431415,6.75E-15,-31.06317953,1.39E-07
0.094392393,0.729433696,7.873831163,7.433891203,5.483112782,6.423274783,9.020827257,4.526002883,4.435281276,2.567398039,4.612671795,5.207866857,9.295944193,10.1260594,4.992254827,5.082457782,6.302114517,7.799574484,8.28369518,7.407841864,4.860986184,4.706682863,6.82E-15,-31.05404378,1.39E-07
0.359169652,1.075473819,9.460259078,8.067076334,4.975271356,6.278270373,8.492306806,5.159331507,4.30376037,2.92417325,5.019535451,5.252181191,9.545746065,10.12945591,4.962947711,4.789323598,6.517845878,8.021123799,8.505392966,8.151747993,4.657312377,5.47025903,6.91E-15,-31.04487292,1.40E-07
0.312280338,1.022583388,9.110682617,8.202821,5.251675741,5.816149561,8.964648016,4.447227507,4.382068872,2.993321286,4.502452368,5.909401134,8.594462917,9.966002147,4.745121923,4.969081093,6.513448202,7.348352117,8.526458246,7.337518463,4.442873946,5.052544617,7.08E-15,-31.03556381,1.41E-07
0.698359073,0.919129533,8.158887916,7.205074259,5.280220437,5.934603729,10.09289662,4.508535887,3.970432044,2.769336422,4.693331363,5.643416857,9.080727541,8.983485681,5.837240524,5.086697146,7.320270255,8.410455765,9.333196554,8.281612071,4.419376786,4.886200862,7.18E-15,-31.02620836,1.41E-07
0.544613001,1.288704828,8.318678958,7.882379917,4.67978515,6.520240156,9.387129174,4.877651562,4.190183937,2.763222176,4.94895124,5.606507167,9.303223897,10.23320013,5.283764577,5.294476377,6.489304128,7.459119493,8.488034486,7.693691994,4.841898931,5.485860033,7.42E-15,-31.01663355,1.42E-07
0.637311027,1.342886462,8.6112052,7.957838507,4.965301952,6.566308063,9.597591434,4.362029578,4.0318502,2.727251633,4.990656544,5.442287026,9.473349392,10.47255659,5.584147566,5.222209551,7.054118945,8.052845127,8.824616616,7.751189254,4.121120064,5.272718886,7.72E-15,-31.00676813,1.43E-07
0.345531548,1.188547172,8.294796591,8.003855327,5.269380868,6.275628855,9.061648664,4.740864121,4.095452142,2.766843948,5.040400142,5.512611455,8.922146077,10.25687952,4.871706657,5.488130495,6.662771188,8.171473074,8.0589237,9.308239654,4.66681937,5.69530644,7.81E-15,-30.99689108,1.43E-07
0.089014268,0.624193175,8.973911842,8.022085086,5.300579957,6.201615341,9.375380089,4.638489278,4.031437045,2.889519232,4.853853896,5.216135167,9.151068712,10.41206468,5.353776599,4.461384511,6.593759239,7.996622855,9.439055051,8.455706623,4.208838098,5.627789209,7.86E-15,-30.98704701,1.44E-07
0.186921265,1.417412353,8.610229376,8.303517793,4.777374906,6.256298891,9.384826138,4.413814765,3.889598492,2.840309268,5.145481179,5.52162127,9.121660889,9.83788762,4.821259451,5.230747192,6.933577344,7.819441796,8.601748065,9.034426196,4.69746142,5.03134899,7.89E-15,-30.97725396,1.45E-07
0.913701199,0.690634631,8.604340462,7.428273263,5.579616524,6.569368072,9.26702631,4.598263667,4.134704724,2.824877957,5.103442192,5.202802476,8.928763764,10.04096442,4.481541553,4.835854174,6.384143782,8.412672782,8.827628201,8.171131791,4.455566205,5.301384377,7.92E-15,-30.96752115,1.45E-07
0.35576321,1.461659362,8.459940676,7.345005277,5.414023944,6.414616241,9.024957267,4.864546234,4.012013033,2.739332537,4.867815889,5.431447035,9.295742528,9.899534871,4.67729989,5.389132781,6.774162255,8.122929891,8.391317014,7.627888932,4.383461097,4.940833509,8.05E-15,-30.95772795,1.46E-07
0.241766708,1.38398851,8.646345997,8.051048869,5.357195835,6.241583435,9.087979939,4.115944462,4.282590734,2.676009905,4.771213937,5.707981022,8.97341394,9.438674058,4.700598736,5.122852189,6.99216213,8.504501647,7.962500979,8.035619971,4.83854768,5.361318196,8.28E-15,-30.94775063,1.47E-07
0.141717982,1.027775751,8.400547675,8.085328944,5.109399629,6.37386235,8.573204868,4.592122392,4.09134696,3.041743934,5.01704845,5.521491642,10.03415036,10.00836816,5.158702382,4.98088565,7.361359201,8.473624359,9.72512073,7.878907025,4.506959063,5.028811459,8.48E-15,-30.93764214,1.47E-07
0.427162888,1.355414957,8.59713891,8.201131827,4.943319213,6.119270693,8.78244474,4.286422811,3.894610637,2.702879151,4.716817772,5.392962832,8.748164038,10.18292816,5.443459791,5.493998157,7.007915973,7.534657582,8.172256217,8.349223883,4.631049463,5.329665444,8.54E-15,-30.92756401,1.48E-07
0.024596524,0.970671217,8.717175251,7.416139018,5.273950178,5.804846683,8.905971264,4.587994863,3.736812009,2.580692319,5.199839158,5.139405072,9.921502814,10.21994764,4.937351008,5.248572923,7.356401061,8.006927273,8.713687001,8.479245272,4.733070921,5.134492525,8.54E-15,-30.91757749,1.49E-07
0.457298994,1.299868912,9.06162906,8.412877151,5.472441657,6.346339008,9.552212647,4.820513566,4.076809504,2.89105392,4.705963244,5.601342405,8.375891755,9.656356822,5.488578285,5.14068564,6.943181385,8.105203978,8.143911141,8.195844615,4.289658386,5.206932792,8.55E-15,-30.90768634,1.49E-07
0.158475353,1.49387285,8.644043536,8.201541389,4.874517861,6.514426464,8.761342622,4.545293211,4.063924141,2.916875442,5.340695683,5.47356339,9.369801739,9.380002276,5.103063351,5.01017977,6.778516062,7.567570024,8.699543189,7.847100227,4.511378323,5.257449886,8.70E-15,-30.89771186,1.50E-07
0.852645617,1.290930585,8.860556703,7.654344249,5.333106364,5.873497646,9.10129839,4.401795537,3.998665202,2.849831886,5.057191943,5.178596224,9.404440282,9.902218752,4.922638441,5.558827587,6.171405163,8.401289121,8.247359947,8.234333185,4.650180631,5.145159923,8.89E-15,-30.88763019,1.51E-07
0.006097967,0.64442963,9.084741012,7.856512568,5.208077023,6.415232678,9.449126931,4.641771431,3.81438475,2.747524571,5.288332052,5.881843123,9.516128934,9.508421873,5.116517804,4.743713411,7.214253559,8.593884658,8.762126124,8.48420298,4.398894794,5.763630815,8.92E-15,-30.87761299,1.52E-07
0.013773546,1.327354593,8.604621787,7.810462087,4.988582996,5.919800227,9.376701896,4.577527517,4.040602232,3.00261862,5.051900191,5.734098894,8.821050098,10.23559559,5.203785363,5.190629773,6.684629314,8.032215767,8.699421146,8.411967561,4.263899156,5.416804308,8.96E-15,-30.86765126,1.52E-07
0.822715679,0.900270776,8.734747638,8.614855741,5.371997955,6.446490633,9.219961945,4.641210536,3.911054749,2.757483346,5.173992688,6.196286139,9.531811457,9.965168176,4.977716469,4.633776704,6.436651605,8.003241116,8.631493081,8.16028578,5.059071235,5.409229373,9.15E-15,-30.85757383,1.53E-07
0.573738299,1.466602727,8.807212392,7.403630191,5.369997207,6.259159368,9.435115181,4.435325158,4.212579104,2.832432822,5.454337659,4.993072888,9.029009874,9.688517189,5.1655445,5.149947463,6.711131106,7.649454519,8.570425105,7.674415396,4.339953994,5.029934137,9.35E-15,-30.84738516,1.54E-07
0.268285388,1.243341264,8.495261337,7.575362311,5.407712635,6.436069986,9.480113204,4.658995075,3.78471634,2.924646453,5.024699112,5.010818521,9.820574431,9.885157958,4.666175614,5.159171514,6.447440439,8.394401116,9.210097622,8.105333084,4.648843758,5.308864799,9.38E-15,-30.83726724,1.55E-07
0.503266499,1.29263989,8.784303329,8.153912931,5.707875134,6.423047384,9.294723264,4.516067941,4.361925042,2.895684202,5.388603287,5.085896847,8.632702335,9.692014324,5.257146612,5.255280575,6.582806281,7.293438228,8.451369789,7.956468315,4.537186222,5.25032294,9.42E-15,-30.82720573,1.55E-07
0.75480648,1.104309625,8.399253696,8.243215566,5.143090872,6.229019282,9.628248274,4.68979115,4.492750155,2.839471514,4.972494251,4.993935409,8.753070286,9.419605733,5.067366235,4.766549323,7.133529461,8.631814507,8.949381009,7.334098171,4.492447349,5.263715095,9.57E-15,-30.81709216,1.56E-07
0.2996774,1.117888349,8.444843941,7.326411104,5.308377605,6.144056332,8.738699382,4.73286362,4.237144627,2.606637527,5.245179156,5.77048044,9.381720049,8.756350403,5.118931591,5.477591251,6.778430288,7.678054049,8.903211651,8.123828474,5.010985276,4.585428839,9.72E-15,-30.80691507,1.57E-07
0.745316531,0.218035742,8.352818557,7.48571736,5.285774734,6.437822511,8.497968264,4.636272722,4.279328198,2.734989282,5.099315821,5.917493563,9.571959054,9.310094751,4.750854385,4.982843158,6.796405465,8.073999021,8.351524619,8.272444869,4.535818506,5.072789653,9.87E-15,-30.79669036,1.58E-07
0.367972486,1.390368066,8.758241805,7.409972683,5.008691243,6.490819888,9.411219254,4.311849469,4.190988765,2.879863188,5.145478852,5.813782033,9.294751726,9.971807067,5.018793477,5.685424976,6.537484309,8.181109692,8.095405926,8.451475539,4.791329299,4.76348685,9.96E-15,-30.78647259,1.58E-07
0.382692343,1.269119499,8.477029541,8.032108208,5.253779503,6.772392453,9.220160693,4.80087199,4.162111096,2.885113582,4.804315121,5.493025659,9.981164151,9.131438942,5.32732159,5.250135119,6.721876924,8.011083794,8.413840244,9.126356928,4.669975944,5.358418852,9.99E-15,-30.77633713,1.59E-07
0.214968644,0.874017218,8.238850671,7.713306905,4.629209746,7.209068973,9.504978485,4.345493417,4.027043755,2.646799629,5.140692678,5.631263548,9.629882951,9.427886678,5.462759148,5.325555822,6.21313667,7.484329564,8.542945633,8.342241238,4.468701877,5.347629774,1.01E-14,-30.76618106,1.60E-07
0.887275007,1.052664113,8.912284927,8.378847429,5.271155924,6.181812493,8.738274292,4.382824097,4.157532788,2.850107005,4.580463089,5.211778644,9.9954768,9.604712691,4.846605901,5.293736585,6.724135202,8.003707367,8.158552945,7.461138706,4.734617684,5.281017993,1.03E-14,-30.75598592,1.61E-07
0.866743445,0.694341017,9.216002826,7.647702211,4.972538389,6.405087402,8.503435904,4.23089144,3.862495666,2.903454541,4.930967348,5.812689211,10.24916909,8.452392215,5.173398046,5.233588139,7.042597362,8.149695496,8.919448611,8.549048884,4.547395984,5.190989373,1.03E-14,-30.74585089,1.61E-07
0.682811154,1.747471967,8.381522895,7.949718691,5.382359201,6.16213454,9.562424813,4.139052048,4.225754707,2.78169134,4.990659032,5.459244008,9.328276785,9.351585381,5.087082755,5.24829345,6.834256883,8.220268746,8.700226541,8.180502265,4.519390929,5.105446827,1.03E-14,-30.73577529,1.62E-07
0.523003637,0.856624578,8.446566269,8.043152309,5.203989429,5.780313873,9.832858384,4.773478637,4.449077073,2.76957758,4.849112217,5.504347505,10.71708169,9.511881666,5.037237019,4.5508705,6.348550133,8.542767341,8.418442229,8.356127889,4.506408179,4.763614612,1.05E-14,-30.72568169,1.63E-07
0.137809819,0.908205478,9.129227412,7.708141322,5.480980773,6.116496274,9.620553718,4.707784682,4.071316365,2.652033343,5.765736085,5.137479944,9.526703512,10.54665462,5.095730825,4.857904354,7.335252926,7.719057828,8.595350478,8.166309572,4.552325416,4.939038897,1.06E-14,-30.71560465,1.64E-07
0.433659006,0.0430641,8.342813211,8.654844095,5.212649233,6.687561906,9.621422234,4.436673873,4.09851232,2.731175005,4.651732847,5.427485932,9.384931392,9.275358599,5.399923215,4.874258954,6.720459548,7.446367044,7.796033294,8.587264129,4.202269441,5.006705745,1.06E-14,-30.70553731,1.65E-07
0.82386726,0.721602051,9.139905528,8.378229601,5.165272871,6.905091678,9.00486895,4.789865703,3.962550933,2.758915667,5.110988399,5.961175929,9.692839298,9.283900065,5.197653577,4.728970612,6.618989074,8.631474719,8.117079242,7.590794878,4.340261438,4.664433259,1.08E-14,-30.69544837,1.65E-07
0.227020865,0.902886551,8.798465677,7.665142288,4.909851672,6.328187016,8.949028042,4.624117761,3.690417525,2.885966024,5.008655645,5.435016095,8.932547606,9.031187286,5.088158597,5.748957213,7.062087845,8.200212766,9.161617133,8.003227001,3.875986925,5.261320092,1.08E-14,-30.68539854,1.66E-07
0.095756452,1.213842842,8.286837295,8.226982932,5.258011031,5.937825851,8.869802019,4.67635721,4.071909097,2.627457473,4.914116035,5.482321476,9.241876054,9.401610736,4.861421038,4.653909328,6.553392165,7.994070314,8.765167522,7.723904352,4.513214666,4.839124706,1.09E-14,-30.6753641,1.67E-07
0.436665729,1.484757471,8.497703567,8.133465977,5.14900359,6.15164876,9.201017416,4.851705186,4.486015825,2.756322219,5.022515494,5.606983585,8.944160858,10.26194848,4.894433561,5.415981623,6.918120609,7.75665972,8.513659446,7.744093324,4.801054179,5.165670944,1.10E-14,-30.66534668,1.68E-07
0.338011995,1.193800752,9.035856367,7.903599365,5.124992895,6.115675132,10.34272555,4.539050134,4.328672746,2.988041968,5.2774017,5.564078335,9.445049412,9.518245734,5.061401249,4.54783835,7.216317195,8.367341417,8.479538959,8.593994062,4.872217214,5.10365016,1.11E-14,-30.65537938,1.69E-07
0.382716144,1.102875458,9.112892137,7.881442761,4.95981574,6.688821736,10.27708921,4.361514898,3.729245712,2.860739602,4.927665774,5.014028837,8.506768531,9.71824076,4.826621058,5.303193957,6.537853498,8.380859757,8.852840251,7.640043948,4.454225019,5.151435486,1.11E-14,-30.64548788,1.69E-07
0.386527059,1.113719629,9.001026692,8.626875252,4.775013174,6.095421553,9.891186044,4.301679556,4.315015632,2.809209662,5.008611303,5.486492179,8.38464404,9.909370333,5.09283538,4.731447021,6.388970407,8.562513486,9.090464347,8.20665745,4.560818803,5.259627126,1.11E-14,-30.63569718,1.70E-07
0.228512566,0.836100989,8.551565085,8.090124897,4.852166264,6.244005747,10.18869564,4.687989385,4.142903009,2.690777714,5.626077299,5.143735203,8.575593891,10.45118043,5.205895698,5.019113077,7.222544938,7.658467447,8.74087487,7.476130049,4.646432864,4.547833705,1.11E-14,-30.62600133,1.71E-07
0.439389201,0.036674587,8.58445469,7.92123217,5.042601989,6.444901701,9.078232261,4.725998589,4.36580056,2.692196372,4.603846526,5.722980738,10.04148733,9.648440967,5.444529416,5.290405947,6.644805475,8.271702156,9.011797399,7.935689757,4.453590212,5.250705646,1.12E-14,-30.61634995,1.72E-07
